singer	title	cluster
여자친구 (GFRIEND)	두 손을 모아 (AVE MARIA)	4
여자친구 (GFRIEND)	이분의 일 1/2 (ONE-HALF)	4
여자친구 (GFRIEND)	LIFE IS A PARTY	3
여자친구 (GFRIEND)	빨간우산 (RED UMBRELLA)	4
여자친구 (GFRIEND)	그루잠 (FALLING ASLEEP AGAIN)	3
방탄소년단	Intro : Serendipity	3
방탄소년단	DNA	4
방탄소년단	Best Of Me	4
방탄소년단	보조개	4
방탄소년단	Pied Piper	4
방탄소년단	Skit : Billboard Music Awards Speech	4
방탄소년단	MIC Drop	4
방탄소년단	고민보다 Go	4
방탄소년단	Outro : Her	3
방탄소년단	DNA	4
방탄소년단	Best Of Me	4
방탄소년단	보조개	4
방탄소년단	Pied Piper	4
방탄소년단	고민보다 Go	4
에이프릴 (APRIL)	손을 잡아줘	0
에이프릴 (APRIL)	띵	3
에이프릴 (APRIL)	Magic In Love	2
에이프릴 (APRIL)	Hey Yo Hey	4
에이프릴 (APRIL)	찌릿찌릿	4
에이프릴 (APRIL)	사랑해도 될까요	2
아이유	가을 아침	4
아이유	잠 못 드는 밤 비는 내리고	4
아이유	비밀의 화원	4
아이유	매일 그대와	4
아이유	어젯밤 이야기	4
러버소울 (Rubber Soul)	혼미 (Feat. YunB)	4
볼빨간사춘기	썸 탈꺼야	4
볼빨간사춘기	나의 사춘기에게	3
볼빨간사춘기	Blue	4
볼빨간사춘기	고쳐주세요	3
볼빨간사춘기	상상	4
DAY6 (데이식스)	그렇더라고요	4
DAY6 (데이식스)	누군가 필요해	3
펀치 (Punch)	밤이 되니까	4
러블리즈	Take me somewhere	3
GOT7 (갓세븐)	Moon U	3
GOT7 (갓세븐)	Teenager	4
GOT7 (갓세븐)	You Are	3
GOT7 (갓세븐)	Firework	4
GOT7 (갓세븐)	Remember You	0
GOT7 (갓세븐)	내게	0
GOT7 (갓세븐)	Face	0
뉴이스트 W	WHERE YOU AT	4
다비치	나에게 넌	0
DIA (다이아)	굿밤 (Good Night)	4
DIA (다이아)	Eye Contact	4
DIA (다이아)	시월에 설악산 (예빈&솜이)	4
DIA (다이아)	듣고싶어 (E905)	4
업텐션 (UP10TION)	미치게 해 (Going Crazy)	4
업텐션 (UP10TION)	그대 내게 다시 (Come Back To Me)	0
풍뎅이 (PDE)	Stay (머물러줘)	4
비투비	그리워하다	0
하이라이트 (Highlight)	어쩔 수 없지 뭐	3
베리굿 (BerryGood)	사랑해요	2
포켓걸스	쓸애기	4
TWICE (트와이스)	LIKEY	4
TWICE (트와이스)	거북이	4
TWICE (트와이스)	MISSING U	4
TWICE (트와이스)	WOW	4
TWICE (트와이스)	FFW	4
TWICE (트와이스)	DING DONG	4
TWICE (트와이스)	07월 24일	4
TWICE (트와이스)	날 바라바라봐	4
TWICE (트와이스)	ROLLIN`	4
TWICE (트와이스)	LOVE LINE	0
TWICE (트와이스)	힘내! (DON`T GIVE UP)	3
TWICE (트와이스)	널 내게 담아	3
TWICE (트와이스)	잘자요 굿나잇	4
TWICE (트와이스)	LIKEY	4
VAV	She`s Mine	3
베리굿 (BerryGood)	사랑해요	2
DAY6 (데이식스)	혼자야	4
DAY6 (데이식스)	쏟아진다	4
세븐틴	CHANGE UP	4
세븐틴	모자를 눌러 쓰고	0
세븐틴	박수	4
세븐틴	날 쏘고 가라	4
세븐틴	13월의 춤	3
세븐틴	TRAUMA	4
세븐틴	바람개비	0
세븐틴	Flower	4
세븐틴	ROCKET	4
세븐틴	Hello	3
세븐틴	캠프파이어	3
소나무 (SONAMOO)	Prequel	4
소나무 (SONAMOO)	I (knew it)	4
몬스타엑스	DRAMARAMA	4
몬스타엑스	Now or Never	4
몬스타엑스	In Time	3
몬스타엑스	From Zero	0
몬스타엑스	X	3
몬스타엑스	열대야	4
몬스타엑스	Deja Vu	3
EXID	덜덜덜	4
어반자카파	그때의 나, 그때의 우리	0
마마무 (Mamamoo)	Taste The Feeling	3
Wanna One (워너원)	갖고 싶어	3
Wanna One (워너원)	Twilight	3
러블리즈	종소리	3
러블리즈	삼각형	4
러블리즈	그냥	4
러블리즈	FALLIN`	3
러블리즈	비밀정원	3
러블리즈	졸린 꿈	3
Red Velvet (레드벨벳)	피카부 (Peek-A-Boo)	4
Red Velvet (레드벨벳)	봐 (Look)	3
Red Velvet (레드벨벳)	I Just	4
Red Velvet (레드벨벳)	Kingdom Come	3
Red Velvet (레드벨벳)	두 번째 데이트 (My Second Date)	4
Red Velvet (레드벨벳)	Attaboy	3
Red Velvet (레드벨벳)	Perfect 10	3
Red Velvet (레드벨벳)	About Love	2
Red Velvet (레드벨벳)	달빛 소리 (Moonlight Melody)	4
스누퍼 (SNUPER)	Dear	4
Red Velvet (레드벨벳)	피카부 (Peek-A-Boo)	4
방탄소년단	MIC Drop (Steve Aoki Remix) (Feat. Desiigner)	4
맵식스 (MAP6)	Love is Gone	0
허각	바보야	0
나얼	기억의 빈자리	0
Zion.T	눈 (Feat. 이문세)	4
DAY6 (데이식스)	Better Better	0
DAY6 (데이식스)	좋아합니다	0
DAY6 (데이식스)	좋은걸 뭐 어떡해	4
DAY6 (데이식스)	남겨둘게	0
DAY6 (데이식스)	놀래!	4
DAY6 (데이식스)	Be Lazy	4
DAY6 (데이식스)	Hi Hello	3
DAY6 (데이식스)	I Loved You	2
DAY6 (데이식스)	그렇더라고요	4
DAY6 (데이식스)	혼자야	4
DAY6 (데이식스)	쏟아진다	4
DAY6 (데이식스)	누군가 필요해	3
DAY6 (데이식스)	노력해볼게요	2
DAY6 (데이식스)	Colors (Final Ver.) (CD ONLY)	4
DAY6 (데이식스)	태양처럼 (Final Ver.) (CD ONLY)	4
DAY6 (데이식스)	이상하게 계속 이래 (Final Ver.) (CD ONLY)	4
DAY6 (데이식스)	버릇이 됐어 (Final Ver.) (CD ONLY)	4
DAY6 (데이식스)	Free하게 (Final Ver.) (CD ONLY)	3
방탄소년단	MIC Drop (Japanese Ver.)	4
케이윌,소유 (SOYOU),보이프렌드,몬스타엑스,우주소녀,매드클라운	크리스마스데이 (Christmas Day)	4
TWICE (트와이스)	Heart Shaker	4
TWICE (트와이스)	Merry & Happy	4
TWICE (트와이스)	거북이	4
TWICE (트와이스)	MISSING U	4
TWICE (트와이스)	WOW	4
TWICE (트와이스)	FFW	4
TWICE (트와이스)	DING DONG	4
TWICE (트와이스)	07월 24일	4
TWICE (트와이스)	날 바라바라봐	4
TWICE (트와이스)	ROLLIN`	4
TWICE (트와이스)	LOVE LINE	0
TWICE (트와이스)	힘내! (DON`T GIVE UP)	3
TWICE (트와이스)	널 내게 담아	3
TWICE (트와이스)	잘자요 굿나잇	4
TWICE (트와이스)	Heart Shaker	4
태연 (TAEYEON)	This Christmas	0
마마무 (Mamamoo)	리듬 속의 그 춤을	4
몬스타엑스	그놈의 크리스마스 (Lonely Christmas)	4
DEAN	instagram	4
EXO	Universe	0
양다일	미안해	0
엔플라잉 (N.Flying)	그러니까 우리	0
엔플라잉 (N.Flying)	뜨거운 감자	4
엔플라잉 (N.Flying)	골목길에서	0
엔플라잉 (N.Flying)	I Know U Know	3
엔플라잉 (N.Flying)	이보다 좋을까	4
엔플라잉 (N.Flying)	딱 하루만	4
모모랜드 (MOMOLAND)	뿜뿜	4
마마무 (Mamamoo)	칠해줘	4
오마이걸 (OH MY GIRL)	비밀정원	4
오마이걸 (OH MY GIRL)	Love O`clock	3
오마이걸 (OH MY GIRL)	Butterfly	4
오마이걸 (OH MY GIRL)	Sixteen	4
오마이걸 (OH MY GIRL)	Magic	2
볼빨간사춘기	#첫사랑	4
청하	Roller Coaster	4
선미	주인공	4
iKON	사랑을 했다 (LOVE SCENARIO)	2
iKON	BEAUTIFUL	3
iKON	돗대 (ONE AND ONLY) (B.I SOLO)	1
iKON	나쁜놈 (JERK)	0
iKON	BEST FRIEND	4
iKON	EVERYTHING	0
iKON	안아보자 (HUG ME)	4
iKON	잊지마요 (DON'T FORGET)	0
iKON	시노시작 (SINOSIJAK)	3
iKON	나를 사랑하지 않나요? (LOVE ME)	2
iKON	JUST GO	0
iKON	LONG TIME NO SEE	0
iKON	사랑을 했다 (LOVE SCENARIO)	2
Red Velvet (레드벨벳)	Bad Boy	4
Red Velvet (레드벨벳)	All Right	4
Red Velvet (레드벨벳)	피카부 (Peek-A-Boo)	4
Red Velvet (레드벨벳)	봐 (Look)	3
Red Velvet (레드벨벳)	I Just	4
Red Velvet (레드벨벳)	Kingdom Come	3
Red Velvet (레드벨벳)	Time To Love	2
Red Velvet (레드벨벳)	두 번째 데이트 (My Second Date)	4
Red Velvet (레드벨벳)	Attaboy	3
Red Velvet (레드벨벳)	Perfect 10	3
Red Velvet (레드벨벳)	About Love	2
Red Velvet (레드벨벳)	달빛 소리 (Moonlight Melody)	4
Red Velvet (레드벨벳)	떠날 거야	0
VAV	Spotlight (光)	4
VAV	예쁘다고 (Gorgeous)	4
VAV	Give It To Me	4
VAV	She`s Mine	3
VAV	ABC (Middle of The Night)	4
VAV	Flower (You)	4
VAV	비너스 (Dance With Me)	3
VAV	Winter Breeze	0
수지 (SUZY)	다른사람을 사랑하고 있어	2
Red Velvet (레드벨벳)	Bad Boy	4
CLC	To the sky	4
세븐틴	Thinkin` about you	3
세븐틴	고맙다	0
세븐틴	지금 널 찾아가고 있어	0
세븐틴	Falling For U	4
세븐틴	고맙다	0
CLC	BLACK DRESS	4
CLC	Like that	4
CLC	선	4
CLC	To the sky	4
CLC	일곱 번째	4
마마무 (Mamamoo)	우울한 우연	4
iKON	고무줄다리기 (Rubber Band)	4
오마이걸 (OH MY GIRL)	Love Song	2
마마무 (Mamamoo)	별 바람 꽃 태양	1
마마무 (Mamamoo)	별이 빛나는 밤	4
마마무 (Mamamoo)	덤덤해지네 (Solo 화사)	4
마마무 (Mamamoo)	Rude Boy	4
마마무 (Mamamoo)	봄타	4
마마무 (Mamamoo)	칠해줘	4
마마무 (Mamamoo)	별이 빛나는 밤	4
헤이즈 (Heize)	Jenga (Feat. Gaeko)	4
헤이즈 (Heize)	내가 더 나빠	0
헤이즈 (Heize)	괜찮냐고	4
GOT7 (갓세븐)	너 하나만 (Feat. 효린)	3
GOT7 (갓세븐)	Look	3
GOT7 (갓세븐)	The Reason	3
GOT7 (갓세븐)	망설이다	4
GOT7 (갓세븐)	우리	4
GOT7 (갓세븐)	고마워	3
에이프릴 (APRIL)	파랑새	4
에이프릴 (APRIL)	BEEP	4
에이프릴 (APRIL)	Angel Song	4
에이프릴 (APRIL)	숨바꼭질	4
에이프릴 (APRIL)	아쉬워	4
BIGBANG	꽃 길	0
업텐션 (UP10TION)	CANDYLAND	4
업텐션 (UP10TION)	반해, 안 반해 (Target on)	4
업텐션 (UP10TION)	오늘이야 (Finally)	4
업텐션 (UP10TION)	습관 (Habit)	4
업텐션 (UP10TION)	모호해 (Mixed signals)	4
업텐션 (UP10TION)	이대로 (Always)	2
업텐션 (UP10TION)	Superstar	3
업텐션 (UP10TION)	Love sick	3
업텐션 (UP10TION)	시간이 멈춰서 (Still with you)	0
업텐션 (UP10TION)	예고 없이 (I need you)	4
Wanna One (워너원)	약속해요 (I.P.U.)	0
Wanna One (워너원)	BOOMERANG (부메랑)	4
폴킴	모든 날, 모든 순간 (Every day, Every Moment)	3
솔리드	Into the Light	3
솔리드	기억속에 가려진 너의 모습 Flashback	4
몬스타엑스	Jealousy	4
몬스타엑스	Destroyer	0
몬스타엑스	폭우	4
몬스타엑스	미쳤으니까	2
몬스타엑스	Lost in the Dream	4
몬스타엑스	If Only	0
몬스타엑스	Special	4
마마무 (Mamamoo)	매일 봐요	4
몬스타엑스	말하자면	3
WINNER	EVERYDAY	4
WINNER	AIR	4
WINNER	여보세요 (HELLO)	4
WINNER	손만 잡고 자자 (TURN OFF THE LIGHT) (MINO SOLO)	4
WINNER	LA LA	4
WINNER	애 걔 (FOR)	4
WINNER	예뻤더라 (WE WERE)	0
WINNER	사치 (LUXURY)	4
WINNER	MOVIE STAR	4
WINNER	SPECIAL NIGHT	4
WINNER	RAINING	0
WINNER	HAVE A GOOD DAY	0
풍뎅이 (PDE)	카마야또 (Caramel Macchiato)	4
WINNER	EVERYDAY	4
TWICE (트와이스)	What is Love?	2
TWICE (트와이스)	SWEET TALKER	4
TWICE (트와이스)	HO!	3
TWICE (트와이스)	DEJAVU	4
TWICE (트와이스)	SAY YES	4
TWICE (트와이스)	STUCK	0
TWICE (트와이스)	What is Love?	2
EXO-CBX (첸백시)	花요일 (Blooming Day)	4
마마무 (Mamamoo)	보라빛 향기	2
러블리즈	그날의 너	0
러블리즈	미묘미묘해	4
러블리즈	Temptation	3
러블리즈	수채화	3
러블리즈	SHINING★STAR	3
스누퍼 (SNUPER)	Tulips (튤립)	4
스누퍼 (SNUPER)	내 눈에는 니가	4
스누퍼 (SNUPER)	VV (Very Very)	4
스누퍼 (SNUPER)	Wonderland	3
엔플라잉 (N.Flying)	예쁘다 예뻐	4
여자친구 (GFRIEND)	밤 (Time for the moon night)	4
여자친구 (GFRIEND)	Love Bug	4
여자친구 (GFRIEND)	휘리휘리 (Flower Garden)	3
여자친구 (GFRIEND)	틱틱 (Tik Tik)	4
여자친구 (GFRIEND)	Bye	0
여자친구 (GFRIEND)	별 (You are my star)	3
여자친구 (GFRIEND)	밤 (Time for the moon night)	4
(여자)아이들	LATATA	3
Crush	잊을만하면	4
세븐틴	단발머리	4
마마무 (Mamamoo)	꿈 속의 그대	3
엔플라잉 (N.Flying)	HOW R U TODAY	0
엔플라잉 (N.Flying)	UP ALL NIGHT	4
엔플라잉 (N.Flying)	팔불출	4
엔플라잉 (N.Flying)	ANYWAY	4
엔플라잉 (N.Flying)	너 없는 난	2
방탄소년단	Intro : Singularity	4
방탄소년단	FAKE LOVE	2
방탄소년단	전하지 못한 진심 (Feat. Steve Aoki)	4
방탄소년단	134340	4
방탄소년단	낙원	3
방탄소년단	Love Maze	4
방탄소년단	Magic Shop	3
방탄소년단	Airplane pt.2	4
방탄소년단	Anpanman	4
방탄소년단	So What	4
방탄소년단	Outro : Tear	0
방탄소년단	FAKE LOVE	2
방탄소년단	전하지 못한 진심 (Feat. Steve Aoki)	4
방탄소년단	134340	4
방탄소년단	낙원	3
방탄소년단	Love Maze	4
방탄소년단	Anpanman	4
러블리즈	Sweet Dream	3
블락비 바스타즈	골목길	4
볼빨간사춘기	여행	4
AOA	빙글뱅글 (Bingle Bangle)	4
풍뎅이 (PDE)	면발 (여름송)	4
방탄소년단	FAKE LOVE (Rocking Vibe Mix)	2
Wanna One (워너원)	켜줘 (Light)	4
Wanna One (워너원) - 트리플포지션	캥거루 (Kangaroo) (Prod. ZICO)	4
트랜스 픽션,오마이걸 (OH MY GIRL)	승리의 함성 2018	4
풍뎅이 (PDE)	2018 월드컵송	4
TWICE (트와이스)	I WANT YOU BACK (영화 `センセイ君主` OST)	4
BLACKPINK	뚜두뚜두 (DDU-DU DDU-DU)	4
BLACKPINK	Forever Young	3
현아,조권,비투비,CLC,펜타곤,유선호,(여자)아이들	Upgrade	3
현아,조권,비투비,CLC,펜타곤,유선호,(여자)아이들	Young & One	3
비투비	너 없인 안 된다	4
여자친구 (GFRIEND)	Wanna Be	4
DAY6 (데이식스)	WARNING!	4
DAY6 (데이식스)	Shoot Me	4
DAY6 (데이식스)	어쩌다 보니	4
DAY6 (데이식스)	Feeling Good	4
DAY6 (데이식스)	혼잣말	4
DAY6 (데이식스)	원하니까	3
모모랜드 (MOMOLAND)	BAAM	4
숀 (SHAUN)	Way Back Home	0
멜로디데이 (MelodyDay)	잠은 안 오고	0
멜로디데이 (MelodyDay)	토닥토닥	3
러블리즈	여름 한 조각	4
마마무 (Mamamoo)	장마 (Rainy Season)	4
마마무 (Mamamoo)	장마 (Rainy Season)	4
Apink (에이핑크)	1도 없어	4
TWICE (트와이스)	Dance The Night Away	3
TWICE (트와이스)	CHILLAX	4
TWICE (트와이스)	Shot thru the heart	4
TWICE (트와이스)	SWEET TALKER	4
TWICE (트와이스)	HO!	3
TWICE (트와이스)	DEJAVU	4
TWICE (트와이스)	SAY YES	4
TWICE (트와이스)	STUCK	0
TWICE (트와이스)	Dance The Night Away	3
마마무 (Mamamoo)	여름밤의 꿈 (Midnight Summer Dream)	4
마마무 (Mamamoo)	너나 해 (Egotistic)	4
마마무 (Mamamoo)	하늘하늘 (청순) (Sky! Sky!)	4
마마무 (Mamamoo)	잠이라도 자지 (Sleep In The Car)	4
마마무 (Mamamoo)	SELFISH (Feat. 슬기 Of Red Velvet)	4
마마무 (Mamamoo)	장마 (Rainy Season)	4
세븐틴	어쩌나	4
세븐틴	Holiday	4
세븐틴	나에게로 와	4
세븐틴	What`s Good	4
세븐틴	MOONWALKER	4
세븐틴	우리의 새벽은 낮보다 뜨겁다	0
마마무 (Mamamoo)	너나 해 (Egotistic)	4
세븐틴	어쩌나	4
볼빨간사춘기	Dejavu	4
DIA (다이아)	나랑 사귈래 (투제니 삽입곡 by 코코아)	4
청하	Love U	3
여자친구 (GFRIEND)	Wanna Be	4
여자친구 (GFRIEND)	여름여름해 (Sunny Summer)	4
여자친구 (GFRIEND)	Vacation	4
여자친구 (GFRIEND)	Sweety	4
여자친구 (GFRIEND)	바람 바람 바람 (Windy Windy)	4
여자친구 (GFRIEND)	Love In The Air	4
여자친구 (GFRIEND)	여름여름해 (Sunny Summer)	4
승리	셋 셀테니 (1, 2, 3!)	4
풍뎅이 (PDE),NewTownBoyz (뉴타운보이즈)	Sparkling (스파클링)	1
라붐 (LABOUM)	체온 (Between Us)	4
라붐 (LABOUM)	Love Game	4
지코 (ZICO)	SoulMate (Feat. 아이유)	4
iKON	죽겠다 (KILLING ME)	0
iKON	바람 (FREEDOM)	2
iKON	ONLY YOU	4
iKON	칵테일 (COCKTAIL)	4
iKON	줄게 (JUST FOR YOU)	0
iKON	죽겠다 (KILLING ME)	0
Red Velvet (레드벨벳)	Power Up	4
Red Velvet (레드벨벳)	한 여름의 크리스마스 (With You)	4
Red Velvet (레드벨벳)	Mr. E	4
Red Velvet (레드벨벳)	Mosquito	4
Red Velvet (레드벨벳)	Hit That Drum	4
Red Velvet (레드벨벳)	Blue Lemonade	4
Red Velvet (레드벨벳)	(Bonus Track) Bad Boy (English Ver.)	4
Red Velvet (레드벨벳)	Power Up	4
DIA (다이아)	조아? 조아!	4
DIA (다이아)	우우 (WooWoo)	4
DIA (다이아)	어른	4
DIA (다이아)	Pick up the phone	4
DIA (다이아)	데리러 와 (TAKE ME)	4
DIA (다이아)	Sweet Dream	4
DIA (다이아)	Blue Day	4
세븐틴	A-TEEN	3
세븐틴	A-TEEN	3
(여자)아이들	한(一)	4
베리굿 (BerryGood)	풋사과	4
베리굿 (BerryGood)	Mellow Mellow	4
베리굿 (BerryGood)	빨주노초파남보	3
베리굿 (BerryGood)	Give It Away	4
베리굿 (BerryGood)	미안해 언니	4
베리굿 (BerryGood)	나와나의날	4
베리굿 (BerryGood)	Fly (키위새날다!)	3
베리굿 (BerryGood)	다시 꿈꿀 수 있을까	0
베리굿 (BerryGood)	그놈의 사랑	2
빅플로	거꾸로	4
빅플로	니 친구	4
빅플로	P.M.P	4
업텐션 (UP10TION)	So Beautiful	3
업텐션 (UP10TION)	All Night Long	4
10CM	매트리스	4
방탄소년단	Euphoria	4
방탄소년단	Trivia 起 : Just Dance	3
방탄소년단	Serendipity (Full Length Edition)	3
방탄소년단	DNA	4
방탄소년단	보조개	4
방탄소년단	Trivia 承 : Love	2
방탄소년단	Her	3
방탄소년단	Singularity	4
방탄소년단	FAKE LOVE	2
방탄소년단	전하지 못한 진심 (Feat. Steve Aoki)	4
방탄소년단	Trivia 轉 : Seesaw	4
방탄소년단	Tear	0
방탄소년단	Epiphany	4
방탄소년단	I`m Fine	3
방탄소년단	IDOL	4
방탄소년단	Magic Shop	3
방탄소년단	Best Of Me	4
방탄소년단	Airplane Pt.2	4
방탄소년단	고민보다 Go	4
방탄소년단	Anpanman	4
방탄소년단	MIC Drop	4
방탄소년단	DNA (Pedal 2 LA Mix)	4
방탄소년단	FAKE LOVE (Rocking Vibe Mix)	2
방탄소년단	MIC Drop (Steve Aoki Remix) (Full Length Edition)	4
방탄소년단	IDOL (Feat. Nicki Minaj)	4
방탄소년단	IDOL	4
방탄소년단	I`m Fine	3
방탄소년단	Euphoria	4
멜로디데이 (MelodyDay)	이별의 부산 정거장	4
백현 (BAEKHYUN)	YOUNG	4
선미	사이렌 (Siren)	4
소녀시대-Oh!GG	몰랐니 (Lil` Touch)	3
엔플라잉 (N.Flying)	Let Me Show You	2
DAY6 (데이식스)	Beautiful Feeling	3
오마이걸 (OH MY GIRL)	불꽃놀이 (Remember Me)	0
오마이걸 (OH MY GIRL)	메아리	4
오마이걸 (OH MY GIRL)	Twilight	4
오마이걸 (OH MY GIRL)	Illusion	2
오마이걸 (OH MY GIRL)	우리 이야기	3
TWICE (트와이스)	I WANT YOU BACK (영화 `センセイ君主` OST)	4
펀치 (Punch)	헤어지는 중	2
GOT7 (갓세븐)	Lullaby (Inst.)	4
엔플라잉 (N.Flying)	Let Me Show You	2
러블리즈	Ah-Choo (아츄)	4
러블리즈	지금 이대로 (NC 피버뮤직)	3
소년공화국 (Boys Republic)	별 (You`re my)	0
소년공화국 (Boys Republic)	울컥	0
DIA (다이아)	보고 싶지도 않은가봐	4
러블리즈	지금 이대로 (NC 피버뮤직)	3
러블리즈	Ah-Choo (아츄)	4
iKON	이별길 (GOODBYE ROAD)	1
iKON	내가 모르게 (DON`T LET ME KNOW)	2
iKON	좋아해요 (ADORE YOU)	0
iKON	꼴좋다 (PERFECT)	4
iKON	이별길 (GOODBYE ROAD)	1
풍뎅이 (PDE)	슈퍼마켓 (Super Market)	4
스누퍼 (SNUPER)	내 눈에는 니가 (Special Edition)	4
스누퍼 (SNUPER)	별이 빛나는 겨울밤	4
스누퍼 (SNUPER)	Nanairo days (Korean Ver.)	3
스누퍼 (SNUPER)	Tulips (튤립) (Piano Ver.)	4
아이유	삐삐	4
VAV	Senorita	3
Zion.T	멋지게 인사하는 법 (Feat. 슬기 of Red Velvet)	4
양다일	고백	4
에이프릴 (APRIL)	Oh-e-Oh	4
에이프릴 (APRIL)	예쁜 게 죄	4
에이프릴 (APRIL)	이야기	4
에이프릴 (APRIL)	Love Clock	4
다비치	꿈처럼 내린	2
몬스타엑스	Underwater	3
몬스타엑스	Shoot Out	4
몬스타엑스	Heart Attack	4
몬스타엑스	어디서 뭐해	4
몬스타엑스	Oh My!	4
몬스타엑스	Myself	4
몬스타엑스	By My Side	3
몬스타엑스	SPOTLIGHT (Korean Version)	4
마마무 (Mamamoo)	Decalcomanie - Japanese ver.	4
마마무 (Mamamoo)	You Don`t Know Me	4
케이윌	내 생에 아름다운	3
엔플라잉 (N.Flying)	꽃 (Like a Flower)	4
폴킴	너를 만나	2
하이라이트 (Highlight)	잘 지내줘	0
IZ*ONE (아이즈원)	라비앙로즈 (La Vie en Rose)	3
EXO	Tempo	4
TWICE (트와이스)	YES or YES	4
TWICE (트와이스)	SAY YOU LOVE ME	4
TWICE (트와이스)	LALALA	4
TWICE (트와이스)	YOUNG & WILD	4
TWICE (트와이스)	SUNSET	3
TWICE (트와이스)	AFTER MOON	0
TWICE (트와이스)	BDZ (Korean Ver.)	3
TWICE (트와이스)	YES or YES	4
DAY6 (데이식스)	Chocolate	4
몬스타엑스	Shoot Out (English Ver.)	4
비투비	아름답고도 아프구나	2
스누퍼 (SNUPER)	미로	3
핫샷 (HOTSHOT)	Print	3
핫샷 (HOTSHOT)	니가 미워	0
핫샷 (HOTSHOT)	Paradise	3
핫샷 (HOTSHOT)	Better	4
핫샷 (HOTSHOT)	Body Talks	2
Wanna One (워너원)	봄바람	0
에이프릴 (APRIL)	네가 좋아	0
러블리즈	찾아가세요	4
러블리즈	Like U	3
러블리즈	Rewind	0
러블리즈	Rain	4
러블리즈	백일몽	3
러블리즈	꽃점	4
허각	흔한 이별	0
마마무 (Mamamoo)	가을에서 겨울로 (Intro)	4
마마무 (Mamamoo)	No more drama	4
마마무 (Mamamoo)	Wind flower	4
마마무 (Mamamoo)	HELLO (Solo 솔라)	0
마마무 (Mamamoo)	생각보단 괜찮아 (Better than I thought)	4
마마무 (Mamamoo)	Morning	0
마마무 (Mamamoo)	Wind flower	4
Red Velvet (레드벨벳)	RBB (Really Bad Boy)	4
Red Velvet (레드벨벳)	Butterflies	4
Red Velvet (레드벨벳)	So Good	4
Red Velvet (레드벨벳)	멋있게 (Sassy Me)	4
Red Velvet (레드벨벳)	Taste	4
Red Velvet (레드벨벳)	RBB (Really Bad Boy) (English Ver.)	4
Red Velvet (레드벨벳)	RBB (Really Bad Boy)	4
라붐 (LABOUM)	불을 켜 (Turn It On)	4
라붐 (LABOUM)	흐르는 이 노래가 멈추고 나면 (Heal Song)	4
라붐 (LABOUM)	체온 (Original ver.)	4
케이윌,소유 (SOYOU),보이프렌드,몬스타엑스,우주소녀,유승우,브라더수	벌써 크리스마스	3
업텐션 (UP10TION)	Blue Rose	3
업텐션 (UP10TION)	Burning	3
업텐션 (UP10TION)	Turn Up The Night	3
업텐션 (UP10TION)	Midnight	4
업텐션 (UP10TION)	Happy Birthday	4
업텐션 (UP10TION)	With You	4
VAV	So In Love	4
DAY6 (데이식스)	아픈 길	1
DAY6 (데이식스)	행복했던 날들이었다	0
DAY6 (데이식스)	두통	4
DAY6 (데이식스)	121U	4
DAY6 (데이식스)	완전 멋지잖아	4
DAY6 (데이식스)	마라톤	4
DAY6 (데이식스)	Beautiful Feeling	3
B1A4,오마이걸 (OH MY GIRL),온앤오프 (ONF)	타이밍(Timing)	3
레이디스 코드	THE LAST HOLIDAY	0
TWICE (트와이스)	올해 제일 잘한 일	4
TWICE (트와이스)	Be as ONE (Korean Ver.)	3
TWICE (트와이스)	SAY YOU LOVE ME	4
TWICE (트와이스)	LALALA	4
TWICE (트와이스)	YOUNG & WILD	4
TWICE (트와이스)	SUNSET	3
TWICE (트와이스)	AFTER MOON	0
TWICE (트와이스)	BDZ (Korean Ver.)	3
하진 (HAJIN)	We all lie	4
EXO	Love Shot	4
헤이즈 (Heize)	첫눈에	3
베리굿 (BerryGood)	이 겨울에	2
베리굿 (BerryGood)	Vamos	4
WINNER	MILLIONS	4
WINNER	MILLIONS	4
베리굿 (BerryGood)	Vamos	4
엔플라잉 (N.Flying)	옥탑방 (Rooftop)	4
엔플라잉 (N.Flying)	WINTER WINTER	0
TWICE (트와이스)	I WANT YOU BACK (영화 `センセイ君主` OST)	4
청하	벌써 12시	4
엔플라잉 (N.Flying)	옥탑방 (Rooftop)	4
iKON	I`M OK	4
iKON	BLING BLING	4
iKON	사랑을 했다 (LOVE SCENARIO)	2
iKON	죽겠다 (KILLING ME)	0
iKON	바람 (FREEDOM)	2
iKON	벌떼 (B-DAY)	4
iKON	고무줄다리기 (RUBBER BAND)	4
iKON	BEAUTIFUL	3
iKON	칵테일 (COCKTAIL)	4
iKON	ONLY YOU	4
iKON	EVERYTHING	0
iKON	나를 사랑하지 않나요? (LOVE ME)	2
iKON	내가 모르게 (DON`T LET ME KNOW)	2
iKON	이별길 (GOODBYE ROAD)	1
iKON	LONG TIME NO SEE	0
iKON	BEST FRIEND	4
iKON	JUST GO	0
iKON	좋아해요 (ADORE YOU)	0
iKON	잊지마요 (DON’T FORGET)	0
iKON	나쁜놈 (JERK)	0
iKON	꼴좋다 (PERFECT)	4
iKON	안아보자 (HUG ME)	4
iKON	줄게 (JUST FOR YOU)	0
Apink (에이핑크)	%% (응응)	4
여자친구 (GFRIEND)	해야 (Sunrise)	3
여자친구 (GFRIEND)	You are not alone	3
여자친구 (GFRIEND)	기적을 넘어 (L.U.V.)	4
여자친구 (GFRIEND)	GLOW (만화경)	3
