release	artist	title	genre	lyric	thema
20030813	디베이스	Crazy	랩/힙합	"우리 모두 함께 리듬에 맞게 흔들어봐 디베이스와 함께 소리쳐 봐 uh 너무 작네 준비됐나 uh it ""s"" a party Yo Get down cause we pumping the sound make you move to the groove Do ""nt"" touch ground got ta you moving around put your hands in the air Yo Get down cause we pumping the sound make you move to the groove Do ""nt"" touch ground got ta you moving around put your hands in the air 네앞에 나의 모습을 바라봐 줘 너에게 빠져있는 내 모습을 한 걸음만 더 조금더 다가와 줘 너의 모든 걸 내가 알수 있도록 Do ""nt"" touch ground got you moving around put your hands in the air 도저히 나는 숨길 수가 없는 걸 수많은 사람들 틈 속에서도 너만이 나의 사랑이라고 나는 말하고 말꺼야 소리 지를꺼야 이렇게 너와 난 함께 하는 거야 이밤이 우리를 지나칠 때까지 이렇게 너와 난 함께 하는거야 이밤이 하얗게 변해갈때 까지 Yo Get down cause we pumping the sound make you move to the groove Do ""nt"" touch ground got ta you moving around put your hands in the air Yo Get down cause we pumping the sound make you move to the groove Do ""nt"" touch ground got ta you moving around put your hands in the air 오늘을 위해서 난 살아 왔나봐 어떤 노래 가사가 그랬듯이 사랑해 너를 사랑해 내 심장은 터져 버릴꺼야 미칠 것만 같아 Do ""nt"" touch ground got you moving around put your hands in the air 무례하다고 내게 말해도 좋아 오늘 밤 너와 함께 할 수 있다면 나는 그 무엇도 상관이 없는 걸 Oh baby Let ""s"" get down 이렇게 너와난 함께하는 거야 이밤이 우리를 지나칠 때까지 이렇게 너와난 함께 하는 거야 이밤이 하얗게 변해갈 때 까지 무례하다고 내게 말해도 좋아 오늘밤 너와 함께 할수 있다면 나는 그 무엇도 상관이 없는 걸 Oh baby Let ""s"" get down tonight 이렇게 너와난 함께 하는 거야 이밤이 우리를 지나 칠 때까지 이렇게 너와 난 함께 하는 거야 이밤이 하얗게 변해갈 때 까지 Everybody get down tonight Feel the music it ""s"" in your mind Take me baby we on the ground and get the party on tonight We doing it all night 이렇게 너와 난 함께 하는 거야 이밤이 우리를 지나칠 때까지 이렇게 너와 난 함께 하는 거야 이밤이 하얗게 변해갈 때까지"	['파워풀한', 'pop', '설레는', '신나는']
20030813	디베이스	연인	댄스, 랩/힙합	나 그대에게 모두 드리리 사람 살아간다는게 원래 웃기지 미운 정이 깊이 남은 맘이지 난 있지 너 없이는 uh come on Yo 변해 왜 변해 마음이 어떻게 변해 연애가 시작되기 전엔 절대적인 여자였지 눈부시게 아름다운 절대로 놓칠 수 없어 나는 원래 너 같은 여자 기다리며 살아왔거든 너라면은 뭐든지 해줄 거거든 그러니 내게 와 한번 사귀어 봐 정 못 믿겠거든 한번 속아봐 제발 내 말 듣고 나랑 사귀어 보니 어때 한해 두 해 시간이 지나고 나서 보니 너 때문에 좋기보단 짜증만이 차가웠던 너의 손엔 미지근한 땀이 이젠 단점만이 아주 많이 보여서 괴로워 정떨어져 그래서 헤어져 우린 못 헤어져 뭘 어쩌겠어 어쩌겠어 어쩌겠어 세월이 가도 움직이지 않는 애틋함으로 싫증이 나도 코끝 빨개오는 따뜻함으로 나의 연인이여 Yo 우린 움직이지 않아 절대 싫증내지 않아 웬만한 말다툼 정도 우스워 괜찮아 꽉 안아주기만 하면 그만 우린 모두 다 잊잖아 서로를 믿잖아 믿음은 깊잖아 있잖아 솔직히 말해 약간 귀찮아 너만한 사람 없다는 거 알면서도 가끔씩은 너도 어쩜 둘 다 서로 귀찮을 때가 있는 건 왜 일까 마치 제 3자의 입장인 것 처럼 너를 다시 보게 돼 뜯어 보게 돼 이러면 안돼 하면서도 또 꼬투리를 찾게 돼 잡게 돼 내가 몰랐던 널 알게 돼 이젠 단점만이 아주 많이 보여서 괴로워 정떨어져 그래서 헤어져 우린 못헤어져 뭘 어쩌겠어 어쩌겠어 어쩌겠어 세월이 가도 움직이지 않는 애틋함으로 싫증이 나도 코끝 빨개오는 따뜻함으로 나의 연인이여 나 그대에게 모두 드리리 사람 살아간다는게 원래 웃기지 미운 정이 깊이 남는 맘이지 난 있지 너 없이는 나 역시도 없지 나 그대에게 모두 드리리 사람 살아간다는게 원래 웃기지 미운 정이 깊이 남는 맘이지 난 있지 너 없이 나 역시도 없지 세월이 가도 움직이지 않는 애틋함으로 싫증이 나도 코끝 빨개오는 따뜻함으로 나의 연인이여	['추임새많은', 'pop', '원하는', '신나는']
20030813	디베이스	Real Love	댄스, 랩/힙합	"영화같은 우리의 만남 그 운명 같은 만남 햇살속에 천사로 착각했던 널 사랑한 순간 내 연인이 될 꺼라고 생각도 못한 만큼 너의 사랑 받았던 그 날 내 기쁨도 큰 나만의 여자가 되었던 어느 새 일년이 지나 행복했던 기억들 추억 속에 묻힌 시간 널 지켜보았던 오래되진 않았지만 후회한 적 없고 내 전부 너 하나만 내 손을 잡아줬던 내 품에 네가 안겼던 슬픈 얼굴로 내 앞에서 눈물 흘렸던 그 모든 기억들은 나에게 남아있어 Yo 어떤 보석 보다도 널 사랑해 널 사랑해 처음 본 순간 너 하나만 널 사랑해 평생 영원토록 함께 할 네가 없는 시간이란 건 내게 빛이 없는 세상인 거야 널 사랑해 헤어질 수 없는 너와 나 널 사랑해 떠나지 않을 너의 남자니까 우리는 항상 서로 곁에서 있어야만 해 널 사랑해 널 사랑해 널 사랑해 나쁜 기억들 좋은 추억들 모든 커플처럼 겪어 보는 하루의 일들 아무리 싸워 봐도 아무리 싫어져도 We know that 서로의 마음은 떠나지 않는다고 하지만 좋은 얘기들만은 이제 그만 나도 가끔은 듣고 싶어 너도 미남 네 옆에 있다고 너만 바라본다고 사랑한다고 잊지마 나도 널 떠나갈 수 있다고 Britney 못지 않은 춤 실력 네 목소리를 매일 들어도 난 안 질려 네가 윙크 해줄 때 내 마음은 움직여 이 모든 네 매력 널 사랑해 널 사랑해 처음 본 순간 너 하나만 널 사랑해 평생 영원토록 함께 할 네가 없는 시간이란 건 내게 빛이 없는 세상인 거야 널 사랑해 헤어질 수 없는 너와 나 널 사랑해 떠나지 않을 너의 남자니까 우리는 항상 서로 곁에서 있어야만 해 내겐 동화 속의 공주 같은 그 미모 You got my heart 그 미모를 닮은 마음 역시도 I ""ll"" never part 완벽한 조건을 가진 넌 Do ""nt"" make me stop Yo 넌 내 여자고 You off the chart 내겐 동화 속의 공주 같은 그 미모 You got my heart 그 미모를 닮은 마음 역시도 I ""ll"" never part 완벽한 조건을 가진 넌 Do ""nt"" make me stop Yo 넌 내 여자고 You off the chart 널 얼만큼 믿냐고 내게 묻는다면 그건 의미 없는 질문 어떤 누구든 이런 나에게 물어봐도 내겐 오직 너 하나뿐 나에겐 오직 너 하나뿐 사랑해 처음 본 순간 너 하나만 널 사랑해 평생 영원토록 함께 할 네가 없는 시간이란 건 내게 빛이 없는 세상인 거야 널 사랑해 헤어질 수 없는 너와 나 널 사랑해 떠나지 않을 너의 남자니까 우리는 항상 서로 곁에서 있어야만 해 모든 걸 주겠다 내 삶보다 더 아껴주겠다 옆에 있으면 부족한게 없다 단 하나 끝까지 이해해주고 오직 내 편만 돼주고 미래의 Bride가 돼달라고 부탁한다 우리는 평생 같이 할 수 있다는 자신 No 배신 영원히 Baby cause you are my queen l mean I ""m"" gon na love girl until the end of time My girl my wife Baby forever be mine 널 사랑해 처음 본 순간 너 하나만 널 사랑해 평생 영원토록 함께 할 네가 없는 시간이란건 내게 빛이 없는 세상인 거야 널 사랑해 헤어질 수 없는 너와 나 널 사랑해 떠나지 않을 너의 남자니까 우리는 항상 서로 곁에서 있어야만 해 널 사랑해 널 사랑해 널 사랑해 널 사랑해"	['이별', '어두운', '원하는', '신나는']
20030813	디베이스	Outsider	댄스, 랩/힙합	지겨운 이 세상을 나는 살아가지 따가운 시선들이 나를 언제나 괴롭게 해도 또 다른 세상을 내일에 찾으려 무거운 하루하루가 날 스쳐갈 때 힘겨운 시간 속에서도 나는 널 기억해 또 다른 세상 속에 나의 모습을 모두 아니라 해도 나는 그것을 믿으려 할 뿐야 모두 모른다 해도 나는 또다른 답을 찾아 나설꺼야 스스로 다시 바라봐 전부가 완벽한건지 모두 똑같은 생각이 이 세상을 만들진 않아 굳어진 자신만의 그런 관점으로 무뎌진 자신만의 그런 생각으로 모든것을 세상의 모든것을 판단하지마 다른게 결코 최악이 될 수는 없어 같은게 언제나 정답이 될 수는 없듯이 나는 나의 길을 걸어가고 있어 모두 아니라 해도 나는 그것을 믿으려 할 뿐야 모두 모른다 해도 나는 또 다른 답을 찾아 나설꺼야 스스로 다시 바라봐 전부가 완벽한건지 모두 똑같은 생각이 이 세상을 만들진 않아 스스로 다시 바라봐 얼마나 행복한건지 모두 똑같은 세상이 나에게는 기쁘지 않아 스스로 다시 바라봐 전부가 완벽한건지 모두 똑같은 생각이 이 세상을 만들진 않아 스스로 다시 바라봐 얼마나 행복한건지 모두 똑같은 세상이 나에게는 기쁘지 않아	['어두운', '신나는']
20030821	샤크라	이 세상에 진실한 사랑은 거짓말이다	발라드	이 세상에 진실한 사랑은 거짓말이다 my love 지금 어디 있나요 나 없는 곳에서 with you 내 곁을 떠나도 아무렇지 않나요 정말 그런가요 다른 사람 찾아와 나를 버린건가요 그런 거죠 나를 슬프게 하지 말아요 제발 woo stay 내게 머물러줘요 다시 한 번만 miss you 그대의 향기가 그리운걸요 느낄 수 있다면 그대의 품안에서만 숨쉴 수 있는 나이기에 다시 숨쉬게 해줘요 제발 영원히 이른 아침엔 언제나 내 얼굴에 눈물 흐르고 있니 꿈이 아니길 간절히 기도했지만 조금만 사랑했다면 내 마음 이렇게 아프진 않겠죠 My real love 다른 사람 찾아와 나를 버린건가요 그런 거죠 나를 슬프게 하지 말아요 제발	['신나는', '원하는', '이별']
20030821	샤크라	The Anonymity	발라드	아무런 이유없어 니가 싫어졌어 이름없이 올린 그 글 보면서 난 너란 걸 알았었지 나만 몰랐던거니 니 맘이 떠나간걸 이미 예고 돼있는 현실인데 인정하기 싫었어 난 시간이 모든 걸 잊게 하겠지 언제나 이별 후 항상 그래왔듯이 하지만 난 주문에 걸린 것처럼 흰 도화지위에 그린 널 보며 울고 있잖아 My love is true You are my soul my heart 그렇게 행복했잖아 넌 나밖에 몰랐잖아 My love is true You are my soul my heart 난 지금이 시작인데 넌 모든게 끝난거니 My love is true You are my soul my heart 우는 얼굴은 싫댔잖아 날 웃게 해 주었잖아 My love is true You are my soul my heart 사랑도 배우기 전에 이별을 가르친거니 My love is true You are my soul my heart 보고싶다고 했잖아 나 어딨냐고 했잖아 My love is true You are my soul my heart 난 애써 널 지우는데 왜 점점 더 커져가니 다음 세상엔 니가 내가 됐으면	['어두운', '파워풀한', '신나는']
20030821	샤크라	The Friendship	발라드	은이야 작사한번 해볼래 라는말 나를 설래이게 했어 샤크라가되기 오래전 그 날처럼 옛날 생각이 어렴풋이 내 머리를 스쳐가지 그때 당시 내가 느꼈던 설레임 내가 꿈꾸던 연예인 그리고 나에게 그저 무관심 나는 연예인 하고싶은 평범한 여자아이 그렇게 꿈만꾸던 나에게 어느날 맞이한 기회 오디션이란 첫 무대 앞에서 뭘입어야할지 넉넉치 않던 우리집 내게 용돈쥐어주던 우리엄마 나는 고마워 뾰족하고 흰구두와 어색한 치마정장 그 당시 누구나하던 일진표 깻잎머리가 내가 고민끝에 결정한 모습인걸 그때에 어설픈 모습을 생각하면 아직도 혼자 쑥스러운 미소를 지어 모든 중학생에 모습으로 평범한 모습으로 샤크라에 시작을 맞이했지 행복한 추억 우리에 우정 서로를 위로 해주며 항상 같이 했었지 나는 너를 너는 나를 지켜주는 좋은친구 우리에 우정은 영원해 나 려원 오디션 이란거에 대합격 통과한 우리 다음 날 부터 우리 안무 연습해 또 노래 연습해 너무힘들어서 눈물조차 막막해 고생 끝에 낙이와 드디어 샤크라 신기한 곳 TV에서만 보던 곳 녹음실에서 희생과 도움 속에서 우리 샤크라 세상에 나올수 있게되었어 황보문 힘들었던만큼 고생한만큼 시간은 점점가듯 나에 책임감이 더 더 늘어나가 하하 혼자가아닌 우리는하나 우리맴버들 려원 보나 은 그런일없어 실제 약속할꺼 최고로 만들 그 날까지 강한모습만 보이겠다는거 고마워 사랑해 쑥스러워 말못하지만 우리는알어 서로에 마음을 황보 려원 보나 은이 우리 샤크라는 서로를 지켜주지 의지하지 샤크라를 만들어준 많은사람들 우리를 지켜준 그 들을 잊진 않을꺼야 나보나 항상 잠이많아 모두에게 짐이되지 그랬었지 이런 나를 잠꾸러기 나를 이해해주고 감싸주던 우리멤버들 고맙다는말 사랑한다는말 하고싶었어 그러나 하지 못했어 사랑해 또 사랑해 우리에 우정 영원히 잊지않을래 행복한 추억 우리에 우정 서로를 위로해주며 항상 같이했었지 나는 너를 너는 나를 지켜주는 좋은친구 우리에 우정은 영원해 고마워 사랑해 쑥스러워 말 못하지만 우리는 알아 서로의 마음을 황보 려원 보나 은이 우리 샤크라는 서로를 지켜주지 의지하지	['추임새많은', '신나는']
20030821	샤크라	난 너에게 (To You)	댄스	"사랑 uh 이 세상 가장 소중한 That ""s"" Right 행복함 이제야 느끼는 뜨거운 넌 나의 태양 떠나가도 난 너 포기 안 해 가슴속의 내 맘 열어볼래 You ""re"" My Boy I ""m"" Your Lady 헤어지잔 말 쉽게 하지 않길 바래 사랑은 사랑 그 자체로 된거야 걱정하지마 항상 옆에서 널 지켜줄게 내게로 와 난 너에게 조금씩 가까이 넌 언제나 자꾸만 멀어져 하지만 나 너와 함께 있을거야 난 너에게 사랑을 원했어 넌 언제나 대답이 없었지 하지만 나 널 사랑해 언제까지나 멀어져가는걸 느껴 전화기는 계속 꺼져있어 야 너 이게 뭐야 마치 숨바꼭질 같잖아 항상 내가 옆에 있다는 걸 영원히 너뿐이라는 걸 믿어줘 얘기해줘 I Love You 영원히 사랑은 사랑 그 자체로 된거야 걱정하지마 항상 옆에서 널 지켜줄게 내게로 와 난 너에게 조금씩 가까이 넌 언제나 자꾸만 멀어져 하지만 나 너와 함께 있을거야 난 너에게 사랑을 원했어 넌 언제나 대답이 없었지 하지만 나 널 사랑해 언제까지나 왜 이 세상에는 쉬운 사랑은 없을까 가슴 아프지 않고는 얻지 못하는 걸까 난 너에게 조금씩 가까이 넌 언제나 자꾸만 멀어져 하지만 나 너와 함께 있을거야 난 너에게 사랑을 원했어 넌 언제나 대답이 없었지 하지만 나 널 사랑해 언제까지나 난 너에게"	['추임새많은', '원하는', '신나는']
20030821	샤크라	왜 나만	댄스	덤덤한 표정 그 눈빛이 너무나 두려웠어 차라리 말해버리지 잊어달라고 널 기다리지 말라고 친구로 다시 되돌리잔 차가운 니 목소리 차라리 떠나버리지 잊을수있게 널 미워할수 있도록 왜 나만 너를 혼자서 그리워하는데 왜 나만 여기 초라한채로 서 있는데 다시 돌아와 내 앞에 나설 것 같아서 잊을수도 없는데 왜 나만 너를 혼자서 보고파 하는데 왜 나만 니가 아픔을 견뎌야 하는데 내 눈물속 깊이 남긴 그 상처만은 잊지 않겠어 태연한 표정 그 눈빛이 너무나 두려웠어 정말 이기적이야 너만 생각해 날 사랑하긴 한거니 널 사랑했던 내 모습이 너무나 부끄러워 너는 또 다른 이에게 나를 잊은채 거짓말 할거 라는걸 왜 나만 너를 혼자서 그리워 하는데 왜 나만 여기 초라한채로 서 있는데 다시 돌아와 내 앞에 나설 것 같아서 잊을수도 없는데 왜 나만 너를 혼자서 보고파 하는데 왜 나만 니가 아픔을 견뎌야 하는데 내 눈물속 깊이 남긴 그 상처만은 잊지 않겠어 지금도 믿을순없어 가슴설렌 그순간들 모두 없었던거니 왜 나만 너와 함께한 추억 그리는데 왜 나만 지금 그때를 후회 하는건데 다른사랑이 내앞에 다시 다가와도 믿을수가 없는데 이세상에는 너란건 없다 생각할게 나를 흔들어 알게한 네게 감사할게 내 가슴속 깊이 남긴 그 사실만은 기억하겠어	['원하는', '신나는']
20030821	샤크라	타잔	댄스	ya ya ya 우린 친구라니까 부담없는 사이 의리 의리니까 ah ah ah 평생 볼 수 있잖아 부담없는 사이 chakra 편한게 좋아 너에겐 그랬어 깊은 관계는 안돼 사절이야 필요할때만 전화하게 돼서 정말 미안해 you never know my mind 바라지도 않아 넌 이런 내맘 몰라 진심없는 너의 관심에 참 눈물나 난 어떻게 표현하고 싶어도 멀어져가는 그대 hey hey hey 너무 쉽게 말하지마 내눈엔 눈물이 나 hey hey hey 이해할 수가 없어 깊은 상처가 될까봐 두려워요 ya ya ya 우린 친구라니까 부담없는 사이 의리 의리니까 ah ah ah 평생볼수 있잖아 부담없는 사이 chakra 항상 기억해 네 어깨 너머로 진한 향기와 따뜻한 햇살 그러면 뭘해 헤어졌잖아 친구 됐잖아 you never know my mind 다시 생각해봐 돌이키고 싶어 추억의 한편으로만 남긴 남기긴 싫어 한번 사랑이 다시 찾아올수 있니 멀어져가는 그대 hey hey hey 너무 쉽게 말하지마 내눈엔 눈물이나 hey hey hey 이해할 수가 없어 추억으로 남겨야죠 그립겠죠 어린아이 같은 말 하지좀마 every body 사랑으로 출발하기 좋아해 넘어서기 힘든벽을 좋아해 그저 그런 위로가 되는 친구로 지내기는 허전하니까 머리가 복잡해 난 너무 어려워져 연애좀 해봤다는 친구에게 물어봐도 예전처럼 지낼 수는 없을테니까 hey hey hey 너무 쉽게 말하지마 내눈엔 눈물이나 hey hey hey 이해할 수가 없어 깊은 상처가 될까봐 두려워요 내눈엔 눈물이나 hey hey hey 이해할 수가 없어 추억으로 남겨야죠 그립겠죠	['pop', '파워풀한', '어두운', '원하는', '신나는']
20030821	샤크라	Ex-Boyfriend	댄스	"하하하하하 남자친구 보아 매달릴순 없어 야 그대 손을 놓아 하하하하하 남자친구 보아 사랑이란 그런 거야 맥 빠지는 거야 하하하하하 남자친구 보아 차이는게 이런 거야 확신 하는 거야 Ca ""nt"" get no more 그 이후로 U R just my ex boy friend Ai ""nt"" my baby 이제 완전히 손에 매달릴수 없어 그런 tricky eyes 마음에 들지 않아 속이는 거잖아 Ai ""nt"" your baby 사랑이란 맥빠지는 거니까 그런whisper voice 내게 효과 없어 sexy 하지 않아 제발 그만좀해 어느날 bus stop에서 보았어 차에서 my boy kissing the girl 그런거 설마 최악이야 숨도 쉴수 없는 순간이었어 차이는게 이런 거야 확신했었어 my heart oh no 이런일 정도있을 수 있는지도몰라 눈물 훔치며 telling my self hey Ca ""nt"" U see U hurt me my first true love 혼자 관계를 망쳐버렸어 Let me down told me lies made me cry and 다음엔 남자친구가 아냐 Ca ""nt"" U see U hurt me my first true love 상관없어 이제 와서 Ca ""nt"" get no more 그 이후로 U R just my ex boy friend Ai ""nt"" my baby 이젠 완전히 손에 매달릴수 없어 그런 tricky eyes 마음에 들지 않아 속이는 거잖아 Ai ""nt"" your baby 사랑이란 맥빠지는 거니까 그런whisper voice 내게 효과 없어 sexy 하지 않아 제발 그만좀해 party 아무렇지 않게 보이는 Your eyes stubbing my back 뭐야 혼자 인거야 사람 많은 곳에서 안으며 마음을 바꿔먹은 거야 그렇다 하더라도 broken heart 속삭여도 이미 늦었어 모른채하며 enjoying myself hey Ca ""nt"" U see U hurt me my first true love 혼자 관계를 망쳐버렸어 Let me down told me lies made me cry and 다음엔 남자친구가 아냐 Ca ""nt"" U see U hurt me my first true love 상관없어 이제 와서 Ca ""nt"" get no more 그 이후로 U R just my ex boy friend Ai ""nt"" my baby 이제 완전히 손에 매달릴수없어 그런 tricky eyes 마음에 들지 않아 속이는 거잖아 Ai ""nt"" your baby 사랑이란 맥빠지는 거니까 그런 whisper voice 내게 효과 없어 sexy 하지 않아 제발 그만좀해 그 코롱향기도 그 귀여운 얼굴도 그래 지금도 너무 좋아해 Do ""nt"" tease my little heart 아직도 잊지 않았어 진실한 마음 이라면 계속 감추고 있을 작정이니까 그 이유로 I ""ll"" never show oh U ""ll"" never know 그러니 Ca ""nt"" get no more 그 이후로 U R just my ex boy friend Ai ""nt"" my baby 이젠 완전히 손에 매달릴수 없어 그런 tricky eyes 마음에 들지 않아 속이는 거잖아 Ai ""nt"" your baby 사랑이란 맥빠지는 거니까 그런whisper voice 내게 효과 없어 sexy 하지 않아 제발 그만좀해 이젠 완전히 손에 매달릴수 없어 그런 tricky eyes 마음에 들지 않아 속이는 거잖아 Ai ""nt"" your baby 사랑이란 맥빠지는 거니까 그런 whisper voice 내게 효과 없어 sexy 하지 않아 제발 그만좀해 What U gon na do you have to this"	['분위기좋은', '파워풀한', '이별', '댄스', '원하는', '신나는']
20030821	샤크라	Hey Boy	댄스	내가 널 모를 줄 알았니 모든 걸 알고있어 어젯밤 또 그저께 저녁 딴 여자 만난 걸 내버려둘까 그렇게는 못하지 내 남자니까 내게만 있어 딴 생각은 하지마 후회하게 될꺼야 왔다갔다 해보나 마나 너는 내 손바닥 안에 있는걸 왔다갔다 눈 돌려봐야 나만큼 섹시한 여잔 없는걸 도대체 무슨 생각하니 딴데 쳐다 보지마 방금전 지나친 여자와 엉뚱한 상상하니 오지랖 넓은 니성격은 알지만 좀 참아줄래 uh uh babe 눈 굴리지마 참다가 정 안되면 널 차버릴테니까 여기저기 헤매나 마나 널 진정 사랑할 여자 없을걸 오락가락 고민해봐야 나만한 여잔 세상에 없을걸 세상의 남자들이 다 그런거니 영원히 변치않는 사랑은 세상엔 없었던거니 왔다갔다 해보나 마나 너는 내 손바닥 안에 있는걸 왔다갔다 눈 돌려봐야 나만큼 섹시한 여잔 없는걸 게 섰거라 Hey Boy 눈 굴리지마 Okay 여기저기 해매나 마나 널 진정 사랑할 여자 없을걸 오락가락 고민 해봐야 나만한 여잔 세상에 없는걸	['분위기좋은', '원하는', '신나는']
20030821	샤크라	Best Love	댄스	ha holding me so that L wan na be best love ye hur ha kiss me so that I wan na be the best love ye hur 아직 남아있었죠 아쉬울것없는 너의 앞에서 난 아주 보잘것없이 남은 사랑따윌 확인하고 있죠 슬퍼질까봐 너무 허무할까봐 자꾸난 하염없이 눈물만 계속 흘리고 있죠 없어져라 사라져라 외쳐댔지만 자꾸 귓가를 맴도는 너의 또렷한 이름은 널 바라보며 웃어주고 이제 돌아서면 되는데 난 그래야 될 발걸음이 왜 난 멈춰서는지 작아져가는널 보면서 난 주저앉아 버리고 이제막 너와 함께한 시간을 되돌리고 있어 이젠 늦어버렸죠 나를 떠나려는 사람앞에서 난 아주 보잘것없이 남은 사랑따윌 확인하고있죠 슬퍼질까봐 너무 허무할까봐 자꾸 난 하염없이 눈물만 계속 흘리고 있죠 없어져라 사라져라 외쳐댔지만 자꾸 귓가를 맴도는 너의 또렷한 이름은 널 바라보면 웃어주고 이제 돌아서면 되는데 난 그래야 될 발걸음이 왜 난 멈춰서는지 작아져가는 널 보면서 난 주저앉아버리고 이제 막 너와 함께한 시간을 되돌리고 있어 생각이 나겠지 시간이 널 데려가게 되겠지 I can really never I can really never I can really never oh hm never 잊으려고 애써 지울 필요없는 거잖아 널 바라보며 웃어주고 그래야 될 발걸음이 왜 난 작아져가는널 보면서난 너와 함께한 시간을 널 바라보며 웃어주고 이제 돌아서면 되는데 난 그래야 될 발걸음이 왜 난 멈춰서는지 작아져가는 널 보면서 난 주저앉아버리고 이제 막 너와 함께한 시간을 되돌리고 있어 holding me so that I wan na be the best love kiss me so that I wan na be the best love	['댄스', '원하는', '신나는']
20030821	샤크라	The Sign	댄스	지금 파란 불이 들어오면 돌아서서 가버리겠지 지금까지 해왔던것처럼 니멋대로 웃으며 가겟지 언젠가 또 돌아오겠지만 받아줄 생각은 없는걸 항상 니가 해왔던것처럼 내모습을 비웃고 있겠지 잊으려고 했던 얼굴이 참으려고 했던 내맘이 웃으려고 했던 얼굴이 가지려고 했던 욕심이 다짐해도 눈을 뜨면 그대로 인데 가릴려고 했던 얼굴을 가릴려고 애를 썼지만 지우려고 했던 추억을 다시찾으려고 했지만 이젠너무 늦어버린 시간들인데 지금 빨간 불이들어오면 이젠 내게 올수 없겠지 지나쳐가는 차들사이로 멀리서 넌 보고만 있겠지 언젠가 또 돌아오겠지만 받아들일 생각은 없어 항상 내가 해왔던것 처럼 니얼굴을 비웃어 줄 거야 잊으려고 했던 얼굴이 참으려고 했던 내맘이 웃으려고 했던 얼굴이 가지려고 했던 욕심이 다짐해도 눈을 뜨면 그대로 인데 가릴려고 했던 얼굴을 가릴려고 애를 썼지만 지우려고 했던 추억을 다시찾으려고 했지만 이젠너무 늦어버린 시간들인데 잊으려고 했던 얼굴이 참으려고 했던 내맘이 웃으려고 했던 얼굴이 가지려고 했던 욕심이 다짐해도 눈을 뜨면 그대로 인데 가릴려고 했던 얼굴을 가릴려고 애를 썼지만 지우려고 했던 추억을 다시찾으려고 했지만 이젠너무 늦어버린 시간들인데 버려저버린 날 보면서 죽어가는 사람들처럼 울고서있는 니 얼굴이 흘러내리는 니 눈물이 다시파란 불이 들어오길 기다려 내게로	['원하는', '신나는']
20030821	샤크라	나	댄스	그대를 지웠다는게 왜 내겐 아픔이었나 눈 가득 고인 눈물 깊이 간직한채 밤 하늘 바라보다가 내 눈에 아른 거려서 돌이킬 수 없는 시간 나를 힘들게 해 나만의 허상 속에서 아련한 나의 추억들만 남아 그댈 볼 수 없는 찾을 수도 없는 나를 이젠 돌릴 순 없어 날 사랑한다면 나 바라봐줘요 그대를 위한 내마음을 알고 있다면 나 항상 그대만 나 사랑한다고 말하지 못한 내 마음엔 후회만 남아 매일밤 그대의 곁에 찾아가서 예전의 모습들을 다시 찾아봐 아직도 난 그댈 지울수가 없는데 난 지금도 그대만을 사랑하고 있는데 매일밤 그대의 곁에 찾아가서 예전의 모습들을 다시 찾아봐 아직도 난 그댈 지울수가 없는데 난 지금도 그대만을 사랑하고 있는데 나만의 허상 속에서 아련한 나의 추억들만 남아 그댈 볼수 없는 찾을 수도 없는 나를 이젠 돌릴 순 없어 날 사랑한다면 나 바라봐줘요 그대를 위한 내 마음을 알고 있다면 나 항상 그대만 나 사랑한다고 말하지 못한 내 마음엔 후회만 남아 날 사랑한다면 나 바라봐줘요 그대를 위한 내 마음을 알고 있다면	['pop', '원하는', '신나는']
